UNIPROT_ID	GENE_NAMES	IN_CANCER_GENE_LISTS	MAPPED_UNIPROT_ID	PDBID-CHAIN	PDB_FRAGMENT	UNIPROT_SEQ_LENGTH	MAP_START	MAP_END	PERCENT_IDENTITY	NSITES	NSAMPLES	CLUMPS_P	CLUMPS_Q_FULL	CLUMPS_Q_RESTRICTED
P53420	COL4A4		P02466	3hqv-B	NA	1690	92	1158	41.3	227	251	0.1121	0.814577	-1
Q96IC2	REXO5		P53010	4q8h-A	NA	774	222	395	31.0	28	31	0.1121	0.814577	-1
P09486	SPARC		P09486	1bmo-A	NA	303	71	303	100.0	55	73	0.1122	0.814577	-1
Q9NW38	FANCL		Q9NW38	3zqs-A	NA	375	109	294	100.0	27	31	0.1122	0.814577	-1
Q92871	PMM1		Q92871	2fuc-A	NA	262	12	256	100.0	41	40	0.1122	0.814577	-1
O60583	CCNT2		O60583	2ivx-A	NA	730	7	262	100.0	28	26	0.1123	0.814577	-1
P43699	NKX2-1	P43699	P22808	1vnd-A	NA	371	161	236	67.1	11	14	0.1123	0.814577	0.554062
Q9H9P5	UNKL		Q8BL48	5elh-A	NA	680	22	163	83.1	17	20	0.1124	0.814577	-1
Q15937	ZNF79		Q96SE7	2ytr-A	NA	498	468	498	64.5	8	10	0.1124	0.814577	-1
Q06418	TYRO3		O94779	5e52-A	NA	890	225	432	24.9	34	36	0.1124	0.814577	-1
Q9UN79	SOX13		P35710	1i11-A	NA	622	422	491	92.9	16	18	0.1125	0.814577	-1
P13535	MYH8		P12883	4xa3-A	NA	1937	1364	1428	93.8	20	26	0.1126	0.814577	-1
P21506	ZNF10		D9IWL3	5v3g-A	NA	573	346	512	55.1	28	28	0.1127	0.814577	-1
Q99848	EBNA1BP2		P36049	6em5-J	NA	306	48	189	38.0	23	27	0.1127	0.814577	-1
Q9UBT2	UBA2		Q9UBT2	3kyc-B	NA	640	5	640	100.0	77	90	0.1127	0.814577	-1
Q6ZMR5	TMPRSS11A		Q8VHK8	2e7v-A	NA	418	46	169	29.4	30	33	0.1127	0.814577	-1
Q6UXI7	VIT		O43405	1jbi-A	NA	678	44	138	44.2	26	36	0.1128	0.814577	-1
Q5VZ18	SHE		P43405	1a81-I	NA	495	352	472	26.4	16	22	0.1128	0.814577	-1
Q6PIL6	KCNIP4		Q6PHZ8	3dd4-A	NA	250	54	250	100.0	49	60	0.1128	0.814577	-1
Q9Y5X9	LIPG		P54315	2ppl-A	NA	500	46	466	31.8	66	78	0.1128	0.814577	-1
P11586	MTHFD1		P11586	1a4i-B	NA	935	2	296	100.0	35	38	0.1129	0.814577	-1
P14210	HGF		P00735	1a0h-D	NA	728	300	494	20.9	50	64	0.1129	0.814577	-1
Q9BV86	NTMT1		Q9BV86	5cve-B	NA	223	1	223	100.0	38	41	0.1129	0.814577	-1
Q92832	NELL1		P35555	1emn-A	NA	810	285	390	20.5	30	46	0.113	0.814577	-1
O95466	FMNL1		O95466	4ydh-A	NA	1100	31	422	100.0	44	45	0.113	0.814577	-1
P50570	DNM2	P50570	P50570	2ys1-A	NA	870	520	625	100.0	12	13	0.113	0.814577	0.554062
P11277	SPTB		P07751	1u5p-A	NA	2137	1378	1581	30.8	36	44	0.113	0.814577	-1
Q06033	ITIH3		P13806	5gjv-F	NA	890	282	472	24.4	23	26	0.113	0.814577	-1
Q9BQG2	NUDT12		O75762	3j9p-D	NA	462	16	169	28.2	22	26	0.1131	0.814577	-1
Q92835	INPP5D		Q92835	2ysx-A	NA	1189	1	112	100.0	23	33	0.1134	0.814577	-1
P61073	CXCR4	P61073	P61073	3oe8-A	NA	352	27	305	100.0	42	47	0.1134	0.814577	0.554062
Q96H79	ZC3HAV1L		Q8K3Y6	3u9g-A	NA	300	3	245	38.8	16	17	0.1134	0.814577	-1
Q5R372	RABGAP1L		Q5R372	3hzj-A	NA	815	511	797	100.0	50	56	0.1134	0.814577	-1
Q9ULI3	HEG1		P46531	2vj3-A	NA	1381	966	1055	32.2	12	13	0.1134	0.814577	-1
Q9NRY2	INIP		Q9NRY2	4owt-C	NA	104	63	101	100.0	12	14	0.1134	0.814577	-1
Q96DP5	MTFMT		Q9KVU4	3q0i-A	NA	389	49	359	30.4	33	33	0.1134	0.814577	-1
Q8NH40	OR6S1		P29274	5k2b-A	NA	331	31	312	25.8	61	74	0.1135	0.814577	-1
A6NEK1	ARRDC5		Q9H3M7	4ll4-C	NA	342	19	230	21.5	24	28	0.1135	0.814577	-1
P08559	PDHA1		P08559	1ni4-C	NA	390	30	390	100.0	70	78	0.1135	0.814577	-1
Q17R89	ARHGAP44		Q13459	5c5s-A	NA	818	246	439	34.4	26	29	0.1135	0.814577	-1
O43829	ZBTB14		Q07230	2i13-A	NA	449	279	408	43.9	23	23	0.1136	0.814577	-1
Q6NXG1	ESRP1		Q6NXG1	2dha-A	NA	681	310	419	100.0	29	39	0.1136	0.814577	-1
O95006	OR2F2		P07700	2y04-B	NA	317	17	230	26.8	64	81	0.1136	0.814577	-1
Q9NZ09	UBAP1		Q9NZ09	4ae4-A	NA	502	389	499	100.0	15	21	0.1137	0.814941	-1
P08514	ITGA2B		P08514	4cak-A	NA	1039	33	990	100.0	119	129	0.1138	0.814941	-1
P22626	HNRNPA2B1	P22626	P22626	5en1-A	NA	353	12	195	100.0	38	48	0.1138	0.814941	0.554062
Q5K4E3	PRSS36		Q16651	3e0n-B	NA	855	47	302	42.2	30	30	0.1139	0.814941	-1
Q9NRU3	CNNM1		Q9H8M5	4iys-A	NA	951	413	568	82.0	26	29	0.1139	0.814941	-1
Q5HYK9	ZNF667		Q8BG62	1v65-A	NA	610	14	58	44.4	12	20	0.1139	0.814941	-1
Q13185	CBX3		Q13185	2l11-A	NA	183	29	81	100.0	10	13	0.114	0.814941	-1
P12111	COL6A3		P20702	5es4-A	NA	3177	39	249	24.6	49	58	0.1141	0.814941	-1
Q52LW3	ARHGAP29		O75044	4rug-A	NA	1261	942	1021	27.1	17	19	0.1141	0.814941	-1
Q8WWY7	WFDC12		P19957	2rel-A	NA	111	30	73	44.4	14	12	0.1142	0.814941	-1
Q9NYZ4	SIGLEC8		Q9NYZ4	2n7b-A	NA	499	17	155	100.0	43	58	0.1143	0.814941	-1
Q13203	MYBPH		Q8WZ42	3lpw-A	NA	477	50	167	30.5	15	19	0.1144	0.814941	-1
P23415	GLRA1		P23415	2m6i-D	NA	457	244	453	100.0	27	32	0.1144	0.814941	-1
Q9P2G9	KLHL8	Q9P2G9	Q53G59	2vpj-A	NA	620	316	598	40.4	43	47	0.1145	0.814941	0.554062
Q6PI26	SHQ1		Q6PI26	2mnw-A	NA	577	1	96	100.0	13	14	0.1145	0.814941	-1
Q9UM73	ALK	Q9UM73	Q9UM73	4dce-A	NA	1620	1093	1402	100.0	56	64	0.1146	0.814941	0.554062
P98160	HSPG2		P06731	1e07-A	NA	4391	2438	3104	24.0	77	83	0.1146	0.814941	-1
Q8IZC4	RTKN2		Q9NQW6	2y7b-A	NA	609	281	399	21.3	11	12	0.1146	0.814941	-1
Q96GC6	ZNF274		Q5JVG2	2eov-A	NA	653	446	478	27.3	5	10	0.1147	0.814941	-1
P0CB47	UBTFL1		Q00059	6erp-C	NA	393	100	287	23.8	35	40	0.1148	0.814941	-1
Q8WWZ1	IL1F10		Q8WWZ1	5bow-A	NA	152	3	152	100.0	33	36	0.1148	0.814941	-1
P09238	MMP10		P39900	2jxy-A	NA	476	284	476	46.9	29	34	0.1148	0.814941	-1
Q9NZD2	GLTP		Q9NZD2	4gjq-B	NA	209	8	209	100.0	28	31	0.1148	0.814941	-1
Q8NFY4	SEMA6D		O35464	3oky-B	NA	1073	23	568	62.2	131	153	0.1149	0.814941	-1
O43320	FGF16		P31371	1ihk-A	NA	207	51	204	83.1	27	34	0.1149	0.814941	-1
Q9H477	RBKS		Q9H477	5c41-C	NA	322	14	322	100.0	31	32	0.1149	0.814941	-1
P22223	CDH3		P22223	4zmt-F	NA	829	108	316	100.0	21	22	0.115	0.814941	-1
Q9Y5Y6	ST14		P97333	4gz9-A	NA	855	228	497	24.4	39	42	0.115	0.814941	-1
Q96NR3	PTCHD1		O15118	5kwy-B	NA	888	183	262	23.8	15	18	0.115	0.814941	-1
O60315	ZEB2		P08045	1znf-A	NA	1214	1076	1102	25.9	12	23	0.1151	0.814941	-1
O14867	BACH1		O14867	2ihc-B	NA	736	7	120	100.0	21	24	0.1151	0.814941	-1
Q8NE18	NSUN7		Q96P11	2b9e-A	NA	718	201	508	28.2	43	41	0.1151	0.814941	-1
Q9Y5H6	PCDHA8		Q91Y13	5dzv-B	NA	950	30	557	75.6	143	214	0.1152	0.814941	-1
P46089	GPR3		P21453	3v2y-A	NA	330	15	312	27.8	34	38	0.1153	0.814941	-1
O95125	ZNF202		P28698	2fi2-A	NA	648	39	130	62.0	19	25	0.1153	0.814941	-1
Q53H47	SETMAR		Q53H47	3k9j-B	NA	684	453	684	100.0	13	14	0.1153	0.814941	-1
Q7Z5L9	IRF2BP2		Q9H1B7	2cs3-A	NA	587	496	575	90.0	18	22	0.1153	0.814941	-1
Q13029	PRDM2		Q13029	2qpw-A	NA	1718	2	148	100.0	28	33	0.1153	0.814941	-1
Q01064	PDE1B		Q01064	5b25-C	NA	536	149	503	100.0	67	88	0.1154	0.814941	-1
Q8NGG8	OR8B3		P08172	3uon-A	NA	313	31	151	30.7	20	29	0.1154	0.814941	-1
P57764	GSDMD		P57764	5wqt-A	NA	484	277	482	100.0	19	20	0.1155	0.814941	-1
P20807	CAPN3		P20807	4okh-B	NA	821	647	821	100.0	32	36	0.1155	0.814941	-1
Q00722	PLCB2		Q91086	1jad-B	NA	1185	877	1151	52.0	21	24	0.1156	0.814941	-1
Q9H2D6	TRIOBP		D3ZJP6	3tfm-A	NA	2365	1742	1906	26.3	18	25	0.1156	0.814941	-1
Q6IF82	OR4A47		P08483	4daj-A	NA	309	23	177	25.9	49	62	0.1156	0.814941	-1
Q9UHL9	GTF2IRD1		Q9UHL9	2dzr-A	NA	959	704	790	100.0	14	15	0.1156	0.814941	-1
Q5JUK3	KCNT1		Q8QFV0	5u70-A	NA	1230	71	1200	87.9	152	184	0.1157	0.814941	-1
P53778	MAPK12		P53778	1cm8-B	NA	367	8	353	100.0	25	24	0.1157	0.814941	-1
Q96MG8	PCMTD1		Q57636	2yxe-B	NA	357	9	220	27.9	30	43	0.1157	0.814941	-1
Q96E17	RAB3C		P63012	1zbd-A	NA	227	27	200	89.7	39	47	0.1157	0.814941	-1
Q9BV57	ADI1		Q9BV57	4qgn-A	NA	179	1	178	100.0	20	24	0.1158	0.815357	-1
Q92625	ANKS1A		O95271	5jhq-D	NA	1134	58	322	31.4	32	34	0.1159	0.815736	-1
Q8IVP9	ZNF547		Q8BG62	1v65-A	NA	402	11	51	43.9	9	12	0.116	0.815736	-1
Q9NRE2	TSHZ2		Q63HK5	2dmi-A	NA	1034	203	303	74.5	31	42	0.116	0.815736	-1
Q96H96	COQ2		Q9YBM8	4od5-E	NA	371	76	266	27.9	15	15	0.1161	0.815736	-1
O95707	POP4		O28362	1ts9-A	NA	220	128	217	33.0	11	15	0.1161	0.815736	-1
Q00987	MDM2	Q00987	Q00987	2vjf-C	NA	491	428	491	100.0	11	14	0.1161	0.815736	0.558946
Q9UKV0	HDAC9		P56524	2h8n-C	NA	1011	37	101	67.7	15	21	0.1162	0.815862	-1
Q9BUI4	POLR3C		Q9BUI4	5afq-B	NA	534	1	532	100.0	58	58	0.1162	0.815862	-1
Q9H7X7	IFT22		A8ISN6	5di3-A	NA	185	3	158	23.1	17	18	0.1163	0.816077	-1
O60229	KALRN		Q13813	3fb2-B	NA	2986	416	586	24.7	31	35	0.1164	0.816077	-1
Q03001	DST		P15924	3r6n-A	NA	7570	601	1056	38.2	64	74	0.1164	0.816077	-1
Q8WWW0	RASSF5		Q5EBH1	3ddc-B	NA	418	205	362	96.2	12	14	0.1165	0.816077	-1
Q969T3	SNX21		Q9ERE3	1xte-A	NA	373	168	238	34.7	14	18	0.1165	0.816077	-1
Q13370	PDE3B		Q13370	1soj-H	NA	1112	656	1073	100.0	75	91	0.1165	0.816077	-1
P34969	HTR7		P28222	4iaq-A	NA	479	81	400	37.9	63	74	0.1166	0.816077	-1
Q12849	GRSF1		Q12849	4qu7-A	NA	480	400	480	100.0	10	10	0.1166	0.816077	-1
Q9BUP0	EFHD1		Q26069	3tuy-E	NA	239	84	193	30.0	14	20	0.1166	0.816077	-1
Q66K89	E4F1		D9IWL3	5v3g-A	NA	784	346	542	23.4	26	33	0.1167	0.816202	-1
O15131	KPNA5		P52292	1qgk-B	NA	539	10	51	50.0	8	10	0.1167	0.816202	-1
Q8IY21	DDX60		Q1K502	5dzr-A	NA	1712	1256	1546	27.4	48	50	0.1168	0.816327	-1
P98164	LRP2		P01130	2lgp-A	NA	4655	1184	1270	40.6	22	26	0.1168	0.816327	-1
P56279	TCL1A	P56279	P56279	1jsg-A	NA	114	4	114	100.0	30	36	0.1169	0.816452	0.55952
Q8TDU6	GPBAR1		Q92633	4z34-A	NA	330	11	302	25.9	25	27	0.1169	0.816452	-1
Q9Y2T7	YBX2		P67809	1h95-A	NA	364	87	164	91.0	10	12	0.117	0.816826	-1
Q8N5Y2	MSL3		Q8N5Y2	3oa6-A	NA	521	9	92	100.0	12	14	0.1171	0.816826	-1
Q86UP3	ZFHX4		P49711	5t0u-A	NA	3567	1380	1567	22.3	37	51	0.1171	0.816826	-1
Q8TAE7	KCNG3		P63142	3lut-B	NA	436	11	417	33.3	43	47	0.1172	0.816826	-1
Q92597	NDRG1	Q92597	Q9UN36	2xmr-C	NA	394	33	316	58.8	47	51	0.1172	0.816826	0.55952
Q9Y253	POLH		Q9Y253	3si8-A	NA	713	1	430	100.0	50	54	0.1172	0.816826	-1
Q9P2G1	ANKIB1		Q96NW4	4b93-B	NA	1089	47	197	28.5	19	21	0.1173	0.81695	-1
Q02246	CNTN2		Q02246	2om5-A	NA	1040	34	414	100.0	54	57	0.1173	0.81695	-1
P12259	F5		P97333	4gz9-A	NA	2224	1902	2064	35.8	18	20	0.1175	0.817258	-1
Q8N159	NAGS		Q01217	3zzg-C	NA	534	97	375	25.6	11	12	0.1176	0.817258	-1
P43489	TNFRSF4		P43489	2hev-R	NA	277	29	168	100.0	14	13	0.1176	0.817258	-1
Q9UBH6	XPR1		Q9UBH6	5ijh-A	NA	696	2	205	100.0	27	35	0.1177	0.817258	-1
P01737	TRAV8-4		L7MTK9	4h1l-G	NA	113	21	135	63.5	21	24	0.1177	0.817258	-1
Q9Y5G2	PCDHGB2		Q8K486	5t9t-B	NA	931	32	557	80.0	138	164	0.1179	0.817258	-1
Q9NR20	DYRK4		Q92630	3k2l-A	NA	520	28	413	53.9	75	87	0.1179	0.817258	-1
Q92973	TNPO1		Q92973	2ot8-B	NA	898	18	898	100.0	83	99	0.118	0.817258	-1
Q9Y233	PDE10A		Q9Y233	4fcd-B	NA	779	439	759	100.0	95	116	0.118	0.817258	-1
Q96CW5	TUBGCP3		P53540	5fm1-B	NA	907	362	741	25.3	56	67	0.1181	0.817258	-1
P59780	AP3S2		P61966	4p6z-S	NA	193	1	151	37.1	17	15	0.1181	0.817258	-1
P25942	CD40		P25942	5ihl-H	NA	277	23	189	100.0	25	33	0.1181	0.817258	-1
Q9NS15	LTBP3		Q07008	5uk5-A	NA	1303	619	825	33.2	23	24	0.1182	0.817258	-1
Q8NGX6	OR10R2		P20789	4xes-A	NA	335	49	167	29.8	42	59	0.1182	0.817258	-1
P00739	HPR		P00738	4wjg-R	NA	348	34	347	92.4	54	58	0.1182	0.817258	-1
Q05516	ZBTB16	Q05516	D9IWL3	5v3g-A	NA	673	486	653	43.5	36	50	0.1183	0.817258	0.562418
Q5JS54	PSMG4		Q5JS54	5wtq-C	NA	123	11	123	100.0	8	11	0.1183	0.817258	-1
Q07157	TJP1		Q07157	3cyy-B	NA	1748	183	263	100.0	15	14	0.1184	0.817258	-1
Q16602	CALCRL		P34998	4z9g-A	NA	461	136	393	30.9	62	64	0.1185	0.817258	-1
Q8TE56	ADAMTS17		P35446	1vex-A	NA	1095	853	913	25.4	13	15	0.1185	0.817258	-1
P25398	RPS12		P25398	5a2q-M	NA	132	10	132	100.0	14	19	0.1185	0.817258	-1
Q9Y573	IPP		Q9NVR0	4apf-A	NA	584	8	292	23.8	41	43	0.1188	0.817258	-1
O95199	RCBTB2		O43791	4j8z-B	NA	551	380	531	26.3	22	24	0.1188	0.817258	-1
O94822	LTN1		Q04781	5fg0-B	NA	1766	36	329	22.4	50	55	0.1188	0.817258	-1
Q8WX77	IGFBPL1		Q13332	2yd3-A	NA	278	152	261	31.5	24	30	0.1189	0.817258	-1
P22307	SCP2		P22307	2c0l-B	NA	547	426	547	100.0	12	14	0.1189	0.817258	-1
Q8TED1	GPX8		Q8TED1	3kij-C	NA	209	39	206	100.0	22	24	0.119	0.817258	-1
Q96J02	ITCH		Q96J02	3tug-A	NA	903	525	897	100.0	53	62	0.119	0.817258	-1
O76000	OR2B3		P29274	4uhr-A	NA	313	37	305	20.6	62	70	0.1191	0.817258	-1
P04271	S100B		P04271	1uwo-B	NA	92	2	92	100.0	19	26	0.1191	0.817258	-1
Q6V0I7	FAT4	Q6V0I7	Q8K486	5t9t-B	NA	4981	1744	2254	30.0	146	187	0.1191	0.817258	0.563872
Q14994	NR1I3		P11473	1kb2-A	NA	352	9	97	55.1	15	18	0.1192	0.817258	-1
Q9NRC6	SPTBN5		P11277	1s35-A	NA	3674	3422	3520	22.9	15	17	0.1192	0.817258	-1
P02679	FGG		P02679	3ghg-F	NA	453	40	421	100.0	79	89	0.1192	0.817258	-1
Q08J23	NSUN2		P40991	6em5-q	NA	767	61	431	27.4	47	63	0.1193	0.817258	-1
Q16825	PTPN21		Q9Y2J2	2he7-A	NA	1174	23	306	33.2	33	37	0.1193	0.817258	-1
O14520	AQP7		P41181	4oj2-X	NA	342	29	304	31.6	44	44	0.1193	0.817258	-1
Q96MP8	KCTD7		Q9NXV2	3dry-C	NA	289	41	154	32.2	16	21	0.1194	0.817258	-1
P51686	CCR9		P51686	5lwe-B	NA	369	32	341	100.0	39	55	0.1194	0.817258	-1
O60500	NPHS1		D0VWS0	3b43-A	NA	1241	270	820	22.2	88	100	0.1194	0.817258	-1
P36952	SERPINB5		P36952	1xqg-B	NA	375	1	375	100.0	75	79	0.1195	0.817258	-1
P43627	KIR2DL2		P43627	2dli-A	NA	348	26	221	100.0	22	24	0.1195	0.817258	-1
Q86UQ0	ZNF589		D9IWL3	5v3g-A	NA	364	219	364	62.6	21	27	0.1195	0.817258	-1
O76009	KRT33A		P13645	4zry-A	NA	404	254	361	56.5	26	38	0.1196	0.817258	-1
Q8IZ20	ZNF683		P03001	1tf6-D	NA	524	310	453	32.3	24	28	0.1197	0.817258	-1
Q96HI0	SENP5		Q9HC62	1th0-A	NA	755	536	754	32.7	26	25	0.1197	0.817258	-1
Q07954	LRP1		O00548	4xbm-B	NA	4544	4203	4376	33.2	22	22	0.1198	0.817258	-1
Q15631	TSN		Q15631	3pja-F	NA	228	1	219	100.0	35	39	0.1198	0.817258	-1
O95170	FBXW10B		P07834	3v7d-B	NA	752	275	647	26.0	38	47	0.1198	0.817258	-1
P22314	UBA1		Q9UBT2	3kyc-B	NA	1058	461	928	31.2	40	44	0.1199	0.817258	-1
O14944	EREG		O14944	5wb7-H	NA	169	64	107	100.0	10	10	0.1199	0.817258	-1
P54760	EPHB4		P54760	2bba-A	NA	987	17	196	100.0	30	31	0.1199	0.817258	-1
A6NI72	NCF1B		P14598	1kq6-A	NA	391	2	142	98.6	12	18	0.1199	0.817258	-1
O94832	MYO1D		Q05096	4l79-A	NA	1006	10	722	49.6	102	121	0.1199	0.817258	-1
Q969K4	ABTB1		O43791	3htm-B	NA	478	240	404	27.9	21	25	0.12	0.817258	-1
Q86WA9	SLC26A11		Q1J2S8	5da0-A	NA	606	44	175	30.9	24	24	0.12	0.817258	-1
Q9H3U7	SMOC2		P04233	1icf-I	NA	446	238	275	47.4	6	11	0.12	0.817258	-1
Q6R2W3	SCAND3		P14350	4e7l-A	NA	1325	317	527	23.7	60	75	0.1201	0.817258	-1
Q8NAT2	TDRD5		Q8K1H1	2ly2-A	NA	981	294	380	25.3	17	20	0.1202	0.817258	-1
Q96S86	HAPLN3		Q9Y279	2icf-S	NA	360	50	163	31.8	17	22	0.1203	0.817258	-1
P10523	SAG		P08168	1cf1-C	NA	405	11	395	87.1	62	74	0.1203	0.817258	-1
Q8NC42	RNF149		Q8TEB7	3icu-A	NA	400	32	197	41.8	21	19	0.1203	0.817258	-1
P46059	SLC15A1		Q8EKT7	4uvm-A	NA	708	584	670	41.0	16	15	0.1204	0.817258	-1
Q96NW7	LRRC7		Q96RT1	1n7t-A	NA	1537	1428	1536	59.6	33	39	0.1204	0.817258	-1
Q86WN2	IFNE		P01574	1au1-A	NA	208	22	186	37.0	27	29	0.1204	0.817258	-1
Q9Y2Q1	ZNF257		Q07230	2i13-B	NA	563	513	563	47.1	16	26	0.1205	0.817258	-1
Q8TEC5	SH3RF2		Q15080	2dyb-A	NA	729	126	199	33.8	16	21	0.1205	0.817258	-1
O60663	LMX1B		P50481	2rgt-B	NA	402	50	173	44.8	18	21	0.1207	0.817258	-1
O95238	SPDEF		O95238	2dkx-A	NA	335	131	213	100.0	11	13	0.1207	0.817258	-1
Q8IYU4	UBQLNL		Q9D4I8	1wx8-A	NA	475	21	103	41.0	19	25	0.1207	0.817258	-1
O15020	SPTBN2		P05095	1g8x-B	NA	2390	305	536	28.1	23	30	0.1207	0.817258	-1
P0CG48	UBC		P0CG47	2y5b-F	NA	685	77	227	100.0	23	24	0.1208	0.817258	-1
P30793	GCH1		P30793	1fb1-C	NA	250	55	250	100.0	25	27	0.1208	0.817258	-1
Q8NGJ6	OR51A4		P29274	2ydo-A	NA	313	35	241	24.7	68	94	0.1209	0.817258	-1
Q9H1K4	SLC25A18		P02722	2c3e-A	NA	315	2	289	26.8	47	53	0.1209	0.817258	-1
Q9H0E9	BRD8		Q15059	2e7n-A	NA	1235	1102	1202	35.6	15	19	0.1209	0.817258	-1
Q92609	TBC1D5		Q8WUA7	2qfz-B	NA	795	163	396	25.5	24	31	0.1209	0.817258	-1
Q9BY79	MFRP		Q9H461	5un6-B	NA	579	463	572	34.5	17	18	0.121	0.817258	-1
Q9UI17	DMGDH		Q9UI17	5l46-B	NA	866	47	854	100.0	139	144	0.121	0.817258	-1
Q9H160	ING2		Q9UNL4	4afl-C	NA	280	27	123	30.0	14	16	0.121	0.817258	-1
P19801	AOC1		P19801	3mph-B	NA	751	28	751	100.0	150	174	0.1211	0.817258	-1
Q9UL17	TBX21		Q9JKD8	5t1j-B	NA	535	136	327	98.4	27	29	0.1213	0.817258	-1
O43439	CBFA2T2		Q06455	1wq6-A	NA	604	336	394	79.7	13	15	0.1215	0.817258	-1
P01106	MYC	P01106	P01106	1mv0-A	NA	454	55	68	100.0	5	13	0.1216	0.817258	0.569109
Q8IZP2	ST13P4		P50503	4j8f-A	NA	240	74	230	92.4	25	28	0.1217	0.817258	-1
Q96MG7	NSMCE3		Q96MG7	5wy5-B	NA	304	78	294	100.0	25	25	0.1217	0.817258	-1
P10242	MYB	P10242	P06876	1h88-C	NA	640	39	190	100.0	23	24	0.1218	0.817258	0.569109
P12829	MYL4		P85100	5n69-H	NA	197	39	197	83.7	22	25	0.1219	0.817258	-1
P78426	NKX6-1		P26367	2cue-A	NA	367	237	306	40.0	16	21	0.122	0.817258	-1
Q8N1B3	CCNQ		O75909	4cxa-D	NA	248	20	242	27.7	34	40	0.122	0.817258	-1
O75417	POLQ		O75417	4x0q-A	NA	2590	1824	2590	100.0	104	111	0.122	0.817258	-1
Q9H082	RAB33B		O35963	2g77-B	NA	229	30	202	98.8	19	20	0.1222	0.817258	-1
P35557	GCK		P35557	4isf-A	NA	465	16	465	100.0	77	94	0.1222	0.817258	-1
Q8IXK2	GALNT12		Q8N4A0	5nqa-B	NA	581	62	578	59.5	68	79	0.1223	0.817258	-1
Q9UGM3	DMBT1		P30203	5a2e-A	NA	2413	600	964	38.1	42	54	0.1223	0.817258	-1
P26439	HSD3B2		Q5FNR0	3wj7-A	NA	372	5	341	26.3	60	75	0.1223	0.817258	-1
Q99795	GPA33		Q9Y6N7	2eo9-A	NA	319	231	263	20.6	8	11	0.1223	0.817258	-1
Q13029	PRDM2		Q01101	2lv2-A	NA	1718	433	506	24.3	13	14	0.1223	0.817258	-1
P29992	GNA11	P29992	P21279	4gnk-A	NA	359	18	354	90.5	51	111	0.1223	0.817258	0.569109
Q96HC4	PDLIM5		Q96HC4	2uzc-E	NA	596	1	85	100.0	23	25	0.1224	0.817258	-1
Q95460	MR1		Q95460	5d7l-A	NA	341	23	291	100.0	44	57	0.1224	0.817258	-1
Q9UMN6	KMT2B	Q9UMN6	Q92794	4llb-A	NA	2715	1193	1300	28.1	17	23	0.1224	0.817258	0.569109
Q96G42	KLHDC7B		Q9Z2X8	4zy3-B	NA	594	320	542	27.5	40	50	0.1224	0.817258	-1
O43186	CRX		Q93356	2mgq-A	NA	299	36	107	65.3	16	22	0.1224	0.817258	-1
Q9UHC6	CNTNAP2		O60462	4qds-A	NA	1331	10	51	30.2	10	16	0.1225	0.817258	-1
Q9UBG0	MRC2		P07897	1tdq-B	NA	1479	823	953	33.3	18	22	0.1226	0.817258	-1
P59923	ZNF445		Q9H4T2	2cot-A	NA	1031	417	481	30.8	13	15	0.1226	0.817258	-1
Q63HK5	TSHZ3		Q63HK5	2dmi-A	NA	1081	202	303	100.0	41	56	0.1227	0.817258	-1
Q96K83	ZNF521	Q96K83	P49711	5yef-A	NA	1311	1139	1304	23.4	38	47	0.1227	0.817258	0.569109
Q9NZJ5	EIF2AK3		Q9NZJ5	4g31-A	NA	1116	588	1080	100.0	40	45	0.1227	0.817258	-1
P24752	ACAT1		P24752	2ibu-B	NA	427	37	427	100.0	48	50	0.1227	0.817258	-1
O15031	PLXNB2		P70206	5l5c-A	NA	1838	22	1183	28.2	162	179	0.1227	0.817258	-1
Q5VV43	KIAA0319		Q5VV43	2e7m-A	NA	1072	329	428	100.0	15	17	0.1227	0.817258	-1
Q9Y219	JAG2		Q9Y219	5mwf-E	NA	1238	27	309	100.0	26	30	0.1227	0.817258	-1
Q8TAQ5	ZNF420		D9IWL3	5v3g-A	NA	688	444	610	59.9	32	41	0.1228	0.817258	-1
Q86TZ1	TTC6		O15294	5vif-A	NA	520	422	514	21.3	18	24	0.1228	0.817258	-1
Q16630	CPSF6		Q16630	3q2t-D	NA	551	81	172	100.0	11	13	0.1228	0.817258	-1
Q8WXD0	RXFP2		Q96JA1	4u7l-A	NA	754	138	450	25.1	67	82	0.1229	0.817258	-1
Q02161	RHD		Q9UBD6	3hd6-A	NA	417	8	412	30.4	52	51	0.123	0.817258	-1
Q99697	PITX2		Q99697	2lkx-A	NA	317	85	144	100.0	12	19	0.123	0.817258	-1
Q2M218	ZNF630		D9IWL3	5v3g-A	NA	657	456	622	61.1	24	32	0.123	0.817258	-1
Q7Z5N4	SDK1		P10586	4n5u-A	NA	2213	865	969	33.0	28	32	0.123	0.817258	-1
Q8NBZ7	UXS1		Q8NBZ7	4m55-F	NA	420	95	399	100.0	40	44	0.123	0.817258	-1
Q9HAU5	UPF2		Q9HAU5	4cek-A	NA	1272	457	757	100.0	24	34	0.123	0.817258	-1
Q9Y5Y9	SCN10A		P02719	5xsy-A	NA	1956	646	1733	57.6	194	226	0.123	0.817258	-1
Q15836	VAMP3		P63045	2kog-A	NA	100	11	81	94.4	13	13	0.123	0.817258	-1
P0CG47	UBB		P0CG47	2y5b-B	NA	229	77	227	100.0	13	16	0.123	0.817258	-1
