UNIPROT_ID	GENE_NAMES	IN_CANCER_GENE_LISTS	MAPPED_UNIPROT_ID	PDBID-CHAIN	PDB_FRAGMENT	UNIPROT_SEQ_LENGTH	MAP_START	MAP_END	PERCENT_IDENTITY	NSITES	NSAMPLES	CLUMPS_P	CLUMPS_Q_FULL	CLUMPS_Q_RESTRICTED
A6NLU0	RFPL4A		A6NLU0	1410-A	NA	287	1	287	100.0	31	39	0.0447	0.632688	-1
Q5T5Y3	CAMSAP1		Q5T5Y3	3ad2-A	NA	1602	24	1602	100.0	69	77	0.0447	0.632688	-1
Q15109	AGER		Q15109	34c3-A	NA	404	21	404	100.0	34	35	0.0447	0.632688	-1
Q5MJ68	SPDYC		Q5MJ68	39f3-A	NA	293	47	293	100.0	45	51	0.0448	0.633483	-1
P07858	CTSB		P07858	1fc5-A	NA	339	1	339	100.0	35	36	0.0449	0.633483	-1
P52292	KPNA2		P52292	2b37-A	NA	529	1	529	100.0	76	74	0.0449	0.633483	-1
O15204	ADAMDEC1		O15204	17a0-A	NA	470	1	470	100.0	106	121	0.0449	0.633483	-1
Q9Y5X4	NR2E3		Q9Y5X4	6a8e-A	NA	410	1	410	100.0	36	49	0.045	0.633483	-1
Q15813	TBCE		Q15813	35bb-A	NA	527	1	527	100.0	76	85	0.045	0.633483	-1
P02008	HBZ		P02008	1e6f-A	NA	142	1	142	100.0	8	10	0.045	0.633483	-1
P09622	DLD		P09622	2073-A	NA	509	35	509	100.0	63	68	0.0451	0.633845	-1
P51659	HSD17B4		P51659	2af4-A	NA	736	1	736	100.0	107	118	0.0452	0.633845	-1
Q96AD5	PNPLA2		Q96AD5	52cc-A	NA	504	1	471	100.0	35	40	0.0452	0.633845	-1
Q9Y281	CFL2		Q9Y281	6899-A	NA	166	1	166	100.0	24	27	0.0452	0.633845	-1
Q8N7X1	RBMXL3		Q8N7X1	496a-A	NA	1067	1	1067	100.0	15	19	0.0452	0.633845	-1
O95429	BAG4		O95429	1cdb-A	NA	457	1	457	100.0	44	47	0.0454	0.63616	-1
O75038	PLCH2		O75038	1a44-A	NA	1416	40	1364	100.0	109	120	0.0455	0.63658	-1
Q7Z6R9	TFAP2D		Q7Z6R9	4355-A	NA	452	202	452	100.0	73	100	0.0455	0.63658	-1
P54855	UGT2B15		P54855	2bcf-A	NA	530	1	530	100.0	132	150	0.0457	0.637063	-1
Q6UXY1	BAIAP2L2		Q6UXY1	3fb3-A	NA	529	1	529	100.0	31	37	0.0458	0.637063	-1
Q8IXF9	AQP12A		Q8IXF9	468b-A	NA	295	1	295	100.0	32	40	0.0458	0.637063	-1
Q9H799	CPLANE1		Q9H799	5e41-A	NA	3197	401	1800	100.0	121	123	0.0458	0.637063	-1
B7ZW38	HNRNPCL3		B7ZW38	152d-A	NA	293	1	293	100.0	92	140	0.0459	0.637063	-1
Q6Y288	B3GLCT		Q6Y288	400d-A	NA	498	50	498	100.0	66	80	0.046	0.637063	-1
Q8WU10	PYROXD1		Q8WU10	4eee-A	NA	500	1	500	100.0	64	66	0.046	0.637063	-1
Q9UEE9	CFDP1		Q9UEE9	6536-A	NA	299	1	299	100.0	27	30	0.046	0.637063	-1
O75712	GJB3		O75712	1b54-A	NA	270	1	248	100.0	36	42	0.0461	0.637063	-1
Q96P56	CATSPER2		Q96P56	5693-A	NA	530	1	530	100.0	66	73	0.0461	0.637063	-1
Q05655	PRKCD		Q05655	3065-A	NA	676	1	676	100.0	79	85	0.0461	0.637063	-1
Q9Y2Y4	ZBTB32		Q9Y2Y4	6918-A	NA	487	1	460	100.0	29	31	0.0461	0.637063	-1
Q2M2H8	MGAM2		Q2M2H8	36f6-A	NA	2515	1	1810	100.0	97	84	0.0461	0.637063	-1
Q8NH10	OR8U1		Q8NH10	4caa-A	NA	309	1	309	100.0	110	140	0.0462	0.637063	-1
Q6UX68	XKR5		Q6UX68	3f79-A	NA	686	1	422	100.0	48	50	0.0462	0.637063	-1
O95140	MFN2		O95140	1c61-A	NA	757	24	757	100.0	88	88	0.0462	0.637063	-1
Q9NXI6	RNF186		Q9NXI6	629a-A	NA	227	1	227	100.0	30	29	0.0462	0.637063	-1
Q7RTS3	PTF1A		Q7RTS3	4238-A	NA	328	1	328	100.0	36	43	0.0462	0.637063	-1
Q7Z3K6	MIER3		Q7Z3K6	4289-A	NA	550	1	364	100.0	39	45	0.0462	0.637063	-1
O60403	OR10H2		O60403	1990-A	NA	315	1	315	100.0	92	116	0.0464	0.637937	-1
Q9UJW0	DCTN4		Q9UJW0	664a-A	NA	460	1	460	100.0	47	55	0.0464	0.637937	-1
Q9P289	STK26		Q9P289	6445-A	NA	416	1	416	100.0	66	67	0.0465	0.637937	-1
Q8N8N7	PTGR2		Q8N8N7	499f-A	NA	351	1	351	100.0	32	34	0.0466	0.637937	-1
Q9P2F6	ARHGAP20		Q9P2F6	6473-A	NA	1191	1	1070	100.0	94	100	0.0466	0.637937	-1
Q9NRS6	SNX15		Q9NRS6	612e-A	NA	342	1	342	100.0	46	50	0.0467	0.637937	-1
Q9H0P0	NT5C3A		Q9H0P0	5c8d-A	NA	336	1	336	100.0	42	46	0.0468	0.637937	-1
Q9NQC8	IFT46		Q9NQC8	606d-A	NA	304	1	304	100.0	32	35	0.0468	0.637937	-1
Q9ULT6	ZNRF3		Q9ULT6	6749-A	NA	936	1	936	100.0	40	49	0.0468	0.637937	-1
Q12979	ABR		Q12979	31e9-A	NA	859	86	859	100.0	98	104	0.0468	0.637937	-1
P53667	LIMK1		P53667	2b85-A	NA	647	1	647	100.0	75	86	0.0468	0.637937	-1
Q92736	RYR2		Q92736	51c3-A	NA	4967	3401	4800	100.0	357	427	0.0469	0.637937	-1
Q6V9R5	ZNF562		Q6V9R5	3fe1-A	NA	426	42	426	100.0	47	52	0.0469	0.637937	-1
O14525	ASTN1		O14525	1690-A	NA	1302	34	1302	100.0	280	335	0.0469	0.637937	-1
Q8IXE1	OR4N5		Q8IXE1	4689-A	NA	308	1	308	100.0	90	114	0.047	0.637937	-1
A6NP11	ZNF716		A6NP11	144c-A	NA	495	1	495	100.0	136	186	0.047	0.637937	-1
O00401	WASL		O00401	1624-A	NA	505	1	505	100.0	86	89	0.047	0.637937	-1
P0DMR1	HNRNPCL4		P0DMR1	2177-A	NA	293	1	293	100.0	92	140	0.047	0.637937	-1
Q9H324	ADAMTS10		Q9H324	5d53-A	NA	1103	28	1103	100.0	170	182	0.047	0.637937	-1
Q5CZ79	ANKRD20A8P		Q5CZ79	391b-A	NA	823	1	823	100.0	110	120	0.047	0.637937	-1
Q16539	MAPK14		Q16539	3616-A	NA	360	1	360	100.0	46	56	0.047	0.637937	-1
Q13523	PRPF4B		Q13523	32c9-A	NA	1007	102	1007	100.0	54	56	0.0471	0.638342	-1
P60022	DEFB1		P60022	2ced-A	NA	68	1	68	100.0	12	14	0.0471	0.638342	-1
P03372	ESR1	P03372	P03372	1eac-A	NA	595	168	550	100.0	62	86	0.0472	0.638529	0.263744
Q9H195	MUC3B		Q9H195	5cba-A	NA	13477	1	1237	100.0	68	75	0.0473	0.638529	-1
Q96IL0	COA8		Q96IL0	54b6-A	NA	206	1	206	100.0	24	24	0.0473	0.638529	-1
Q08AG7	MZT1		Q08AG7	30fa-A	NA	82	1	82	100.0	10	11	0.0474	0.638529	-1
P31629	HIVEP2		P31629	272d-A	NA	2446	91	2154	100.0	24	26	0.0474	0.638529	-1
Q8IYW4	ENTHD1		Q8IYW4	4714-A	NA	607	1	607	100.0	58	75	0.0474	0.638529	-1
Q2M2I3	FAM83E		Q2M2I3	36f7-A	NA	478	1	478	100.0	49	57	0.0475	0.638529	-1
Q9UN72	PCDHA7		Q9UN72	679b-A	NA	937	1	843	100.0	203	286	0.0475	0.638529	-1
O60902	SHOX2		O60902	1a2b-A	NA	331	1	331	100.0	73	87	0.0475	0.638529	-1
P59780	AP3S2		P59780	2cdc-A	NA	193	1	193	100.0	27	28	0.0475	0.638529	-1
Q8IV38	ANKMY2		Q8IV38	45c1-A	NA	441	1	384	100.0	54	51	0.0475	0.638529	-1
Q8N7U6	EFHB		Q8N7U6	4965-A	NA	833	253	833	100.0	118	124	0.0477	0.640271	-1
Q9HC84	MUC5B		Q9HC84	5f7a-A	NA	5762	4201	5600	100.0	95	101	0.0477	0.640271	-1
Q96SB4	SRPK1		Q96SB4	57a9-A	NA	655	54	655	100.0	49	54	0.0479	0.641535	-1
A8MVS1			A8MVS1	14aa-A	NA		1	300	100.0	14	18	0.0479	0.641535	-1
O60784	TOM1		O60784	1a0a-A	NA	492	1	457	100.0	57	62	0.0479	0.641535	-1
O94769	ECM2		O94769	1be6-A	NA	699	1	699	100.0	59	66	0.048	0.642402	-1
Q15283	RASA2		Q15283	34f9-A	NA	850	32	850	100.0	120	128	0.0481	0.642475	-1
Q15735	INPP5J		Q15735	3584-A	NA	1006	24	1006	100.0	64	76	0.0482	0.642475	-1
P0C7N1	OR8U8		P0C7N1	20c1-A	NA	319	1	319	100.0	109	139	0.0482	0.642475	-1
Q53EL9	SEZ6		Q53EL9	38a3-A	NA	994	1	953	100.0	70	82	0.0482	0.642475	-1
P35579	MYH9	P35579	P35579	27e9-A	NA	1960	1	1919	100.0	288	300	0.0483	0.642475	0.266932
P02812	PRB2		P02812	1ea9-A	NA	416	1	416	100.0	43	53	0.0483	0.642475	-1
P02763	ORM1		P02763	1e97-A	NA	201	1	201	100.0	41	49	0.0484	0.642475	-1
Q13467	FZD5		Q13467	32ab-A	NA	585	1	539	100.0	47	49	0.0484	0.642475	-1
Q9ULG3	CFAP92		Q9ULG3	6720-A	NA	409	1	409	100.0	55	62	0.0484	0.642475	-1
P02747	C1QC		P02747	1e90-A	NA	245	1	245	100.0	49	62	0.0484	0.642475	-1
Q9NQ87	HEYL		Q9NQ87	6061-A	NA	328	1	328	100.0	43	55	0.0484	0.642475	-1
Q5T6C5	ATXN7L2		Q5T6C5	3ad9-A	NA	722	1	722	100.0	87	88	0.0485	0.642475	-1
A9QM74	KPNA7		A9QM74	14e6-A	NA	516	1	516	100.0	53	55	0.0485	0.642475	-1
Q99081	TCF12	Q99081	Q99081	57f1-A	NA	682	1	682	100.0	47	61	0.0485	0.642475	0.266932
Q5TYW1	ZNF658		Q5TYW1	3b74-A	NA	1059	1	1059	100.0	74	81	0.0486	0.643331	-1
Q14149	MORC3		Q14149	335d-A	NA	939	1	939	100.0	100	103	0.0487	0.644186	-1
Q8IY50	SLC35F3		Q8IY50	46c2-A	NA	421	58	421	100.0	86	105	0.0488	0.644571	-1
P01571	IFNA17		P01571	1e28-A	NA	189	1	189	100.0	35	42	0.0488	0.644571	-1
Q14679	TTLL4		Q14679	3422-A	NA	1199	567	1094	100.0	70	78	0.0489	0.645423	-1
Q02817	MUC2		Q02817	2fdb-A	NA	5289	4271	5179	100.0	128	139	0.049	0.646274	-1
Q4G0Z9	MCMDC2		Q4G0Z9	3849-A	NA	681	1	681	100.0	105	110	0.0491	0.646655	-1
Q6ZS27	ZNF662		Q6ZS27	40d1-A	NA	426	1	426	100.0	55	65	0.0491	0.646655	-1
Q9NY26	SLC39A1		Q9NY26	62b6-A	NA	324	1	324	100.0	34	39	0.0492	0.647414	-1
Q6GPI1	CTRB2		Q6GPI1	3d46-A	NA	263	1	263	100.0	14	14	0.0493	0.647414	-1
Q8N5M4	TTC9C		Q8N5M4	48e1-A	NA	171	1	171	100.0	16	19	0.0493	0.647414	-1
Q96QU8	XPO6		Q96QU8	5726-A	NA	1125	1	1125	100.0	149	159	0.0493	0.647414	-1
Q8NH02	OR2T29		Q8NH02	4ca2-A	NA	315	1	315	100.0	9	10	0.0494	0.648168	-1
Q53GI3	ZNF394		Q53GI3	38b8-A	NA	561	58	561	100.0	47	53	0.0495	0.648168	-1
Q13315	ATM	Q13315	Q13315	3266-A	NA	3056	601	2000	100.0	184	185	0.0495	0.648168	0.270403
Q96LX7	CCDC17		Q96LX7	55c1-A	NA	622	1	571	100.0	48	50	0.0495	0.648168	-1
Q96KD3	GARIN1B		Q96KD3	554a-A	NA	344	46	324	100.0	30	32	0.0496	0.648856	-1
Q96GN5	CDCA7L		Q96GN5	5454-A	NA	454	1	454	100.0	64	73	0.0498	0.648856	-1
Q9P1V8	SAMD15		Q9P1V8	640a-A	NA	674	1	674	100.0	27	29	0.0499	0.648856	-1
O75909	CCNK		O75909	1b8d-A	NA	580	1	580	100.0	33	36	0.0499	0.648856	-1
Q9UJF2	RASAL2		Q9UJF2	6630-A	NA	1139	103	1115	100.0	112	125	0.0499	0.648856	-1
P43628	KIR2DL3		P43628	2920-A	NA	341	1	341	100.0	42	48	0.05	0.648856	-1
P02458	COL2A1	P02458	P02458	1e74-A	NA	1487	1	1487	100.0	108	125	0.05	0.648856	0.271111
Q8NFY4	SEMA6D		Q8NFY4	4bcc-A	NA	1073	1	1046	100.0	145	166	0.0501	0.648856	-1
Q16626	MEA1		Q16626	363d-A	NA	185	1	185	100.0	19	20	0.0501	0.648856	-1
Q6ICG8	WBP2NL		Q6ICG8	3d5f-A	NA	309	1	309	100.0	30	30	0.0501	0.648856	-1
Q6ICC9	RTL6		Q6ICC9	3d5d-A	NA	239	1	239	100.0	35	42	0.0501	0.648856	-1
O00220	TNFRSF10A		O00220	15f5-A	NA	468	1	468	100.0	43	41	0.0501	0.648856	-1
Q9NWL6	ASNSD1		Q9NWL6	6246-A	NA	643	1	643	100.0	78	82	0.0502	0.648856	-1
P60002	ELOF1		P60002	2ce9-A	NA	83	1	83	100.0	13	17	0.0502	0.648856	-1
Q86TW2	ADCK1		Q86TW2	43ef-A	NA	530	21	530	100.0	96	96	0.0502	0.648856	-1
Q8WUD6	CHPT1		Q8WUD6	4f03-A	NA	406	1	406	100.0	45	46	0.0503	0.648856	-1
P21549	AGXT		P21549	24fe-A	NA	392	1	392	100.0	54	61	0.0504	0.648856	-1
P41221	WNT5A		P41221	2897-A	NA	380	22	380	100.0	68	82	0.0504	0.648856	-1
Q9ULI4	KIF26A		Q9ULI4	672a-A	NA	1882	24	1882	100.0	69	70	0.0504	0.648856	-1
A2RUR9	CCDC144A		A2RUR9	12a9-A	NA	1427	76	1427	100.0	95	117	0.0505	0.648856	-1
Q9HAF1	MEAF6		Q9HAF1	5ee7-A	NA	191	1	191	100.0	27	32	0.0505	0.648856	-1
Q8WXG9	ADGRV1		Q8WXG9	4fdf-A	NA	6306	4601	6000	100.0	204	201	0.0505	0.648856	-1
Q01851	POU4F1		Q01851	2f72-A	NA	419	1	419	100.0	51	57	0.0507	0.648856	-1
Q8TBE0	BAHD1		Q8TBE0	4d71-A	NA	780	1	780	100.0	45	50	0.0508	0.648856	-1
Q8N6T3	ARFGAP1		Q8N6T3	4934-A	NA	406	1	406	100.0	34	41	0.0508	0.648856	-1
P55851	UCP2		P55851	2c19-A	NA	309	1	309	100.0	33	38	0.0508	0.648856	-1
Q63HN8	RNF213	Q63HN8	Q63HN8	3c76-A	NA	5207	1	1400	100.0	124	121	0.0508	0.648856	0.271735
Q9Y2G1	MYRF		Q9Y2G1	68c2-A	NA	1151	1	1151	100.0	71	77	0.0508	0.648856	-1
Q96R84	OR1F2P		Q96R84	5739-A	NA	312	1	312	100.0	58	62	0.0508	0.648856	-1
Q9GZP7	VN1R1		Q9GZP7	5c1a-A	NA	353	35	353	100.0	61	63	0.0509	0.648856	-1
Q8N228	SCML4		Q8N228	47fc-A	NA	414	1	414	100.0	64	72	0.0509	0.648856	-1
Q8IV35	WDR49		Q8IV35	45bf-A	NA	697	1	697	100.0	160	191	0.051	0.648856	-1
Q9BW83	IFT27		Q9BW83	5a5a-A	NA	186	1	186	100.0	13	14	0.051	0.648856	-1
Q96NJ5	KLHL32		Q96NJ5	5665-A	NA	620	1	620	100.0	113	131	0.051	0.648856	-1
Q8TEF2	C10orf105		Q8TEF2	4e9f-A	NA	133	1	133	100.0	10	12	0.0511	0.648856	-1
Q15560	TCEA2		Q15560	3553-A	NA	299	1	299	100.0	41	44	0.0511	0.648856	-1
Q9UIC8	LCMT1		Q9UIC8	65f5-A	NA	334	1	334	100.0	50	56	0.0511	0.648856	-1
O94988	FAM13A		O94988	1c3d-A	NA	1023	1	1023	100.0	88	94	0.0511	0.648856	-1
Q96KE9	BTBD6		Q96KE9	554b-A	NA	538	59	485	100.0	46	50	0.0511	0.648856	-1
Q6N022	TENM4		Q6N022	3dc6-A	NA	2769	601	2000	100.0	246	283	0.0512	0.648856	-1
Q9BYD2	MRPL9		Q9BYD2	5b13-A	NA	267	48	267	100.0	23	24	0.0512	0.648856	-1
Q8IUN9	CLEC10A		Q8IUN9	45a4-A	NA	316	26	316	100.0	36	43	0.0512	0.648856	-1
Q92674	CENPI		Q92674	51a5-A	NA	756	58	756	100.0	109	124	0.0513	0.648856	-1
Q16512	PKN1		Q16512	3608-A	NA	942	1	942	100.0	88	97	0.0514	0.648856	-1
Q96Q15	SMG1		Q96Q15	56f3-A	NA	3661	401	1800	100.0	120	117	0.0514	0.648856	-1
Q86WB0	ZC3HC1		Q86WB0	44af-A	NA	502	1	502	100.0	46	60	0.0514	0.648856	-1
P55808	XG		P55808	2c16-A	NA	180	1	180	100.0	31	34	0.0515	0.648856	-1
A6NJT0	UNCX		A6NJT0	13dc-A	NA	531	1	531	100.0	26	30	0.0515	0.648856	-1
P40879	SLC26A3	P40879	P40879	287c-A	NA	764	1	728	100.0	148	167	0.0516	0.648856	0.271735
Q96FT9	IFT43		Q96FT9	5422-A	NA	208	1	208	100.0	26	28	0.0516	0.648856	-1
Q96H12	MSANTD3		Q96H12	5469-A	NA	275	1	275	100.0	34	37	0.0516	0.648856	-1
Q9UJA3	MCM8		Q9UJA3	662a-A	NA	840	72	840	100.0	86	89	0.0516	0.648856	-1
Q14953	KIR2DS5		Q14953	346a-A	NA	304	1	304	100.0	32	39	0.0516	0.648856	-1
Q9NZJ4	SACS	Q9NZJ4	Q9NZJ4	637a-A	NA	4579	2001	3400	100.0	266	264	0.0516	0.648856	0.271735
Q5JUX0	SPIN3		Q5JUX0	39ca-A	NA	258	46	258	100.0	32	33	0.0516	0.648856	-1
Q9NRY4	ARHGAP35	Q9NRY4	Q9NRY4	613c-A	NA	1499	1	1478	100.0	209	223	0.0516	0.648856	0.271735
Q8N2Z9	CENPS		Q8N2Z9	482c-A	NA	138	1	138	100.0	16	17	0.0516	0.648856	-1
Q99684	GFI1		Q99684	5859-A	NA	422	1	422	100.0	29	36	0.0517	0.648856	-1
P47897	QARS1		P47897	2992-A	NA	775	1	775	100.0	83	94	0.0517	0.648856	-1
Q7Z2T5	TRMT1L		Q7Z2T5	4264-A	NA	733	79	697	100.0	67	71	0.0518	0.648856	-1
Q13867	BLMH		Q13867	331d-A	NA	455	1	455	100.0	65	62	0.0518	0.648856	-1
Q9H707	ZNF552		Q9H707	5e33-A	NA	407	1	407	100.0	37	39	0.0518	0.648856	-1
Q9HD45	TM9SF3		Q9HD45	5fd5-A	NA	589	1	589	100.0	72	78	0.0518	0.648856	-1
P60985	KRTDAP		P60985	2d1f-A	NA	99	1	99	100.0	25	25	0.052	0.650465	-1
Q8IYU4	UBQLNL		Q8IYU4	4709-A	NA	475	1	475	100.0	61	78	0.052	0.650465	-1
O43447	PPIH		O43447	189e-A	NA	177	1	177	100.0	19	19	0.0521	0.650729	-1
Q8N884	CGAS		Q8N884	4982-A	NA	522	1	522	100.0	45	58	0.0521	0.650729	-1
O14593	RFXANK		O14593	16a3-A	NA	260	1	260	100.0	25	26	0.0522	0.650729	-1
Q14114	LRP8		Q14114	334b-A	NA	963	1	855	100.0	81	88	0.0522	0.650729	-1
Q9H9L3	ISG20L2		Q9H9L3	5ec3-A	NA	353	1	353	100.0	38	41	0.0522	0.650729	-1
Q14686	NCOA6		Q14686	3427-A	NA	2063	44	1754	100.0	32	34	0.0523	0.6509	-1
P11233	RALA		P11233	2254-A	NA	206	1	206	100.0	48	51	0.0524	0.6509	-1
P05546	SERPIND1		P05546	1f5a-A	NA	499	89	499	100.0	66	75	0.0524	0.6509	-1
Q96S42	NODAL		Q96S42	5796-A	NA	347	37	347	100.0	35	40	0.0525	0.6509	-1
P04437	TRAV29DV5		P04437	1f07-A	NA	119	1	119	100.0	10	12	0.0525	0.6509	-1
Q9UGB7	MIOX		Q9UGB7	6567-A	NA	285	1	285	100.0	46	48	0.0525	0.6509	-1
Q15697	ZNF174		Q15697	357b-A	NA	407	1	407	100.0	37	42	0.0525	0.6509	-1
Q9BZA8	PCDH11Y		Q9BZA8	5b6f-A	NA	1340	41	1137	100.0	81	88	0.0525	0.6509	-1
Q14952	KIR2DS3		Q14952	3469-A	NA	304	1	277	100.0	34	41	0.0526	0.651027	-1
A6NMK7	CPSF4L		A6NMK7	1424-A	NA	179	1	179	100.0	10	10	0.0527	0.651027	-1
Q9HCK5	AGO4		Q9HCK5	5fa0-A	NA	861	1	861	100.0	116	127	0.0527	0.651027	-1
P30550	GRPR		P30550	26f3-A	NA	384	35	341	100.0	54	66	0.0527	0.651027	-1
O95461	LARGE1		O95461	1ce6-A	NA	756	1	756	100.0	121	143	0.0528	0.651027	-1
P48729	CSNK1A1		P48729	29df-A	NA	337	1	337	100.0	49	54	0.0528	0.651027	-1
A6NC57	ANKRD62		A6NC57	1312-A	NA	917	1	917	100.0	60	44	0.0529	0.651027	-1
Q2TV78	MST1L		Q2TV78	3734-A	NA	715	25	715	100.0	148	174	0.0529	0.651027	-1
P11474	ESRRA		P11474	2265-A	NA	423	75	423	100.0	28	31	0.0529	0.651027	-1
Q9BSJ5	C17orf80		Q9BSJ5	5996-A	NA	609	1	609	100.0	16	15	0.053	0.651027	-1
P13726	F3		P13726	22f8-A	NA	295	1	295	100.0	35	34	0.053	0.651027	-1
Q9Y2E4	DIP2C		Q9Y2E4	68bb-A	NA	1556	1	1556	100.0	234	221	0.053	0.651027	-1
Q86Y46	KRT73		Q86Y46	453a-A	NA	540	1	540	100.0	72	88	0.0531	0.651027	-1
Q9Y2K1	ZBTB1		Q9Y2K1	68db-A	NA	713	1	713	100.0	33	36	0.0532	0.651027	-1
Q96NU1	SAMD11		Q96NU1	567b-A	NA	681	1	681	100.0	16	16	0.0532	0.651027	-1
Q9NVA4	TMEM184C		Q9NVA4	61fb-A	NA	438	1	359	100.0	48	52	0.0532	0.651027	-1
Q9HCJ1	ANKH		Q9HCJ1	5f98-A	NA	492	1	470	100.0	75	88	0.0533	0.651027	-1
Q8N0W5	IQCK		Q8N0W5	479c-A	NA	287	51	287	100.0	28	34	0.0533	0.651027	-1
Q96FL8	SLC47A1		Q96FL8	5418-A	NA	570	1	570	100.0	64	70	0.0533	0.651027	-1
P49643	PRIM2		P49643	2a2d-A	NA	509	1	461	100.0	129	161	0.0534	0.651027	-1
Q6DT37	CDC42BPG		Q6DT37	3d2f-A	NA	1551	1	1436	100.0	148	152	0.0534	0.651027	-1
Q92576	PHF3		Q92576	517e-A	NA	2039	1	1574	100.0	75	77	0.0534	0.651027	-1
Q96HS1	PGAM5		Q96HS1	5495-A	NA	289	50	289	100.0	34	40	0.0534	0.651027	-1
O75127	PTCD1		O75127	1a62-A	NA	700	131	679	100.0	65	75	0.0534	0.651027	-1
Q9Y3E0	GOLT1B		Q9Y3E0	6959-A	NA	138	1	138	100.0	29	35	0.0535	0.651027	-1
O95678	KRT75		O95678	1d24-A	NA	551	117	551	100.0	72	87	0.0536	0.651027	-1
Q9BT30	ALKBH7		Q9BT30	59b0-A	NA	221	1	221	100.0	19	22	0.0536	0.651027	-1
P20916	MAG		P20916	24b2-A	NA	626	1	626	100.0	117	136	0.0536	0.651027	-1
Q9Y4H2	IRS2		Q9Y4H2	69db-A	NA	1338	1	1274	100.0	20	20	0.0537	0.651027	-1
P83369	LSM11		P83369	2e8b-A	NA	360	1	360	100.0	32	39	0.0537	0.651027	-1
P35914	HMGCL		P35914	2809-A	NA	325	1	325	100.0	37	39	0.0537	0.651027	-1
Q6ZTR7	CIBAR2		Q6ZTR7	411b-A	NA	304	1	304	100.0	40	42	0.0538	0.651027	-1
Q9BRX8	PRXL2A		Q9BRX8	5974-A	NA	229	1	229	100.0	39	41	0.0538	0.651027	-1
Q8N0W3	FCSK		Q8N0W3	479a-A	NA	1084	1	1084	100.0	105	117	0.0538	0.651027	-1
Q96JB1	DNAH8		Q96JB1	54e6-A	NA	4490	1401	2800	100.0	314	321	0.0538	0.651027	-1
Q75N03	CBLL1		Q75N03	41be-A	NA	491	1	491	100.0	73	78	0.0539	0.651027	-1
P0CI25	TRIM49		P0CI25	2126-A	NA	452	1	452	100.0	65	89	0.054	0.651027	-1
Q9UPQ7	PDZRN3		Q9UPQ7	6813-A	NA	1066	1	1066	100.0	143	168	0.054	0.651027	-1
Q9BTD8	RBM42		Q9BTD8	59c2-A	NA	480	1	480	100.0	71	84	0.054	0.651027	-1
P25089	FPR3		P25089	25f3-A	NA	353	1	328	100.0	88	110	0.0541	0.651027	-1
P00519	ABL1	P00519	P00519	1dcd-A	NA	1130	1	1130	100.0	82	89	0.0541	0.651027	0.282866
P33241	LSP1		P33241	2770-A	NA	339	1	339	100.0	58	67	0.0541	0.651027	-1
Q8IWT0	ZBTB8OS		Q8IWT0	465c-A	NA	167	1	167	100.0	14	15	0.0541	0.651027	-1
Q5VZR2	NUTM2G		Q5VZR2	3c47-A	NA	741	49	741	100.0	44	45	0.0542	0.651027	-1
Q8TB37	NUBPL		Q8TB37	4d5e-A	NA	319	39	319	100.0	26	29	0.0542	0.651027	-1
Q9NS66	GPR173		Q9NS66	6151-A	NA	373	1	373	100.0	71	79	0.0543	0.651027	-1
P0CG31	ZNF286B		P0CG31	2113-A	NA	522	138	522	100.0	71	80	0.0543	0.651027	-1
Q9Y2Y9	KLF13		Q9Y2Y9	691b-A	NA	288	1	288	100.0	21	24	0.0543	0.651027	-1
Q96T54	KCNK17		Q96T54	57d2-A	NA	332	1	270	100.0	37	43	0.0543	0.651027	-1
Q9NXG2	THUMPD1		Q9NXG2	6295-A	NA	353	1	353	100.0	26	29	0.0543	0.651027	-1
Q8TCA0	LRRC20		Q8TCA0	4dac-A	NA	184	1	184	100.0	28	31	0.0544	0.651707	-1
Q9H694	BICC1		Q9H694	5e02-A	NA	974	24	938	100.0	114	126	0.0545	0.651707	-1
Q66K74	MAP1S		Q66K74	3ca3-A	NA	1059	1	1059	100.0	72	75	0.0545	0.651707	-1
P13796	LCP1	P13796	P13796	22fd-A	NA	627	1	627	100.0	114	121	0.0545	0.651707	0.282936
Q9UDR5	AASS		Q9UDR5	6528-A	NA	926	22	926	100.0	167	175	0.0546	0.652474	-1
Q96NH3	TBC1D32		Q96NH3	5660-A	NA	1257	1	1257	100.0	210	210	0.0547	0.652719	-1
P39905	GDNF		P39905	285c-A	NA	211	1	211	100.0	54	61	0.0547	0.652719	-1
Q86X29	LSR		Q86X29	44e6-A	NA	649	67	649	100.0	59	64	0.0548	0.652719	-1
Q9H4G4	GLIPR2		Q9H4G4	5db4-A	NA	154	1	154	100.0	18	24	0.0548	0.652719	-1
Q6UWT4	C5orf46		Q6UWT4	3f5d-A	NA	87	1	87	100.0	19	23	0.0548	0.652719	-1
Q96BH3	ELSPBP1		Q96BH3	5307-A	NA	223	1	223	100.0	48	61	0.0549	0.653055	-1
A6H8M9	CDHR4		A6H8M9	130c-A	NA	788	21	788	100.0	59	62	0.0549	0.653055	-1
Q16695	H3-4		Q16695	365b-A	NA	136	1	136	100.0	38	49	0.055	0.653817	-1
P52741	ZNF134		P52741	2b50-A	NA	427	83	427	100.0	38	41	0.0551	0.654578	-1
A7E2S9	ANKRD30BL		A7E2S9	1457-A	NA	258	1	258	100.0	39	45	0.0552	0.65491	-1
Q9NZH8	IL36G		Q9NZH8	6369-A	NA	169	1	169	100.0	33	44	0.0552	0.65491	-1
